,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
747,743,https://www.goodreads.com/book/show/61053701-up-with-the-sun,Up With the Sun,Thomas Mallon,Historical Fiction,English,3.68,524,"February 7, 2023",352,122,"4,230"
748,743,https://www.goodreads.com/book/show/61796683-did-you-hear-about-kitty-karr,Did You Hear About Kitty Karr?,Crystal Smith Paul,Historical Fiction,English,3.75,"58,655","May 2, 2023",416,"6,492",127k
749,743,https://www.goodreads.com/book/show/162479003-the-way-i-hate-him,The Way I Hate Him,Meghan Quinn,Romance,English,4.01,"45,281","August 1, 2023",528,"9,920",35.2k
750,743,https://www.goodreads.com/book/show/61155017-when-the-moon-turns-blue,When the Moon Turns Blue,Pamela Terry,Fiction,English,4.06,956,"February 21, 2023",304,154,10.5k
751,743,https://www.goodreads.com/book/show/62919813-my-name-is-iris,My Name Is Iris,Brando Skyhorse,Fiction,English,3.38,"1,043","August 1, 2023",257,120,21.3k
752,743,https://www.goodreads.com/book/show/135885667-firelight,Firelight,John Morrissey,Short Stories,English,4.01,70,"August 1, 2023",256,2,161
753,743,https://www.goodreads.com/book/show/122780999-a-noble-inheritance,A Noble Inheritance,Kasey Stockton,Regency,English,4.44,"1,852","June 16, 2023",312,307,760
754,743,https://www.goodreads.com/book/show/127325358-out-of-options,Out of Options,Jillian West,Omegaverse,English,4.22,"4,033","April 12, 2023",336,684,"1,300"
755,743,https://www.goodreads.com/book/show/53517419-bitter-secrets,Bitter Secrets,Mia Knight,Romance,English,3.69,"3,551","January 11, 2023",Kindle Edition,171,"5,045"
756,743,https://www.goodreads.com/book/show/63327577-these-thin-lines,These Thin Lines,Milena McKay,Lesbian,English,4.43,"1,788","January 25, 2023",404,254,"1,679"
757,743,https://www.goodreads.com/book/show/63249723-teacher-s-pet,Teacher's Pet,Nicole Andelfinger,Graphic Novels,English,3.98,979,"June 27, 2023",224,163,560
758,743,https://www.goodreads.com/book/show/198065662-kill-your-husbands,Kill Your Husbands,Jack Heath,Mystery,English,3.78,"7,752","November 1, 2023",384,"1,060",10.3k
759,743,https://www.goodreads.com/book/show/134969455-topographia-hibernica,Topographia Hibernica,Blindboy Boatclub,Short Stories,English,4.32,"1,043","November 1, 2023",173,170,"1,181"
760,743,https://www.goodreads.com/book/show/65974544-miasma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
761,743,https://www.goodreads.com/book/show/61273812-you-could-make-this-place-beautiful,You Could Make This Place Beautiful,Maggie Smith,Memoir,English,4.07,"29,950","April 11, 2023",320,"2,507",90.4k
762,743,https://www.goodreads.com/book/show/123683820-witch-of-wild-things,Witch of Wild Things,Raquel Vasquez Gilliland,Romance,English,3.72,"11,687","September 12, 2023",320,563,57k
763,743,https://www.goodreads.com/book/show/156739124-dragonfall,Dragonfall,L.R. Lam,Fantasy,English,3.42,"5,676","May 2, 2023",432,"1,673",51.5k
764,743,https://www.goodreads.com/book/show/110792623-beirut-station,Beirut Station: Two Lives of a Spy,Paul Vidich,Fiction,English,4.00,"1,444","October 3, 2023",352,296,"1,239"
765,743,https://www.goodreads.com/book/show/63946909-the-rigor-of-angels,"The Rigor of Angels: Borges, Heisenberg, Kant, and the Ultimate Nature of Reality",William Egginton,Philosophy,English,4.26,"1,042","January 1, 2023",368,565,"6,143"
766,743,https://www.goodreads.com/book/show/63819178-immortality,Immortality: A Love Story,Dana Schwartz,Historical Fiction,English,3.91,"29,787","February 28, 2023",401,"1,247",66.1k
767,743,https://www.goodreads.com/book/show/122813947-the-fae-princes,The Fae Princes,Nikki St. Crowe,Fantasy,English,3.96,"63,004","March 22, 2023",226,"5,742",36.2k
768,769,https://www.goodreads.com/book/show/64643985-the-dark-hours,The Dark Hours,David J. Gatward,Mystery,English,4.49,"4,903","February 28, 2023",306,"1,358",919
769,769,https://www.goodreads.com/book/show/61062989-in-her-highlander-s-bed,In Her Highlander's Bed,Lynsay Sands,Romance,English,4.01,"3,218","January 24, 2023",368,328,"5,694"
770,769,https://www.goodreads.com/book/show/61152848-world-running-down,World Running Down,Al Hess,Science Fiction,English,3.96,720,"February 14, 2023",335,79,"6,172"
771,769,https://www.goodreads.com/book/show/62216675-apartment-303,Apartment 303,Kelli Hawkins,Thriller,English,3.66,"1,019","March 8, 2023",320,28,"1,527"
772,769,https://www.goodreads.com/book/show/71277547-sex-and-gender,Sex and Gender,Alice Sullivan,Nonfiction,English,3.80,25,"August 25, 2023",294,13,129
773,769,https://www.goodreads.com/book/show/60889744-pirate-enlightenment-or-the-real-libertalia,"Pirate Enlightenment, or the Real Libertalia",David Graeber,History,English,3.33,"1,886","January 24, 2023",176,367,"7,322"
774,769,https://www.goodreads.com/book/show/74746175-and-other-mistakes,And Other Mistakes,Erika Turner,Young Adult,English,3.73,250,"February 14, 2023",317,14,"2,247"
775,769,https://www.goodreads.com/book/show/61398984-but-have-you-read-the-book,But Have You Read the Book?: 52 Literary Gems That Inspired Our Favorite Films,Kristen Lopez,Nonfiction,English,3.36,913,"March 7, 2023",240,92,"1,459"
776,769,https://www.goodreads.com/book/show/62058091-something-wild-wonderful,Something Wild & Wonderful,Anita Kelly,Romance,English,4.26,"6,483","March 7, 2023",385,174,16.1k
777,769,https://www.goodreads.com/book/show/61980309-cursed-crowns,Cursed Crowns,Catherine Doyle,Fantasy,English,4.05,"9,634","April 27, 2023",320,708,28.8k
778,769,https://www.goodreads.com/book/show/127924695-garron-park,Garron Park,Nordika Night,M M Romance,English,4.06,"13,077","April 24, 2023",308,961,"8,231"
779,769,https://www.goodreads.com/book/show/152747341-where-the-dead-wait,Where the Dead Wait,Ally Wilkes,Horror,English,3.20,"1,359","December 5, 2023",464,233,14.7k
780,769,https://www.goodreads.com/book/show/199504666-something-is-killing-the-children-35,Something is Killing the Children #35,James Tynion IV,Comics,English,4.42,184,"November 29, 2023",35,4,55
781,769,https://www.goodreads.com/book/show/83825280-neverest,Neverest,T.L. Bodine,Horror,English,3.84,124,"April 25, 2023",292,7,328
782,769,https://www.goodreads.com/book/show/73936042-so-late-in-the-day,So Late in the Day,Claire Keegan,Short Stories,English,3.98,"19,577","August 31, 2023",47,364,14.3k
783,769,https://www.goodreads.com/book/show/62621352-harlem-after-midnight,Harlem After Midnight,Louise Hare,Historical Fiction,English,3.51,635,"August 29, 2023",384,84,"7,534"
784,769,https://www.goodreads.com/book/show/204269999-the-dragons-of-deepwood-fen,The Dragons of Deepwood Fen,Bradley P. Beaulieu,Fantasy,English,3.65,354,"December 5, 2023",704,87,"7,436"
785,769,https://www.goodreads.com/book/show/195917358-the-rise-and-fall-of-the-east,"The Rise and Fall of the EAST: How Exams, Autocracy, Stability, and Technology Brought China Success, and Why They Might Lead to Its Decline",Yasheng Huang,China,English,4.22,205,"January 1, 2023",411,117,"1,250"
786,787,https://www.goodreads.com/book/show/60784610-hex-you,Hex You,P.C. Cast,Fantasy,English,3.95,991,"January 31, 2023",304,75,20.6k
787,787,https://www.goodreads.com/book/show/75437495-resilient-reign,Resilient Reign,Aleatha Romig,Romance,English,4.39,821,"January 31, 2023",238,256,721
788,787,https://www.goodreads.com/book/show/59432722-the-cliff-s-edge,The Cliff's Edge,Charles Todd,Mystery,English,4.09,"3,622","February 14, 2023",320,289,"3,624"
789,787,https://www.goodreads.com/book/show/59718991-the-devil-s-playground,The Devil's Playground,Craig Russell,Horror,English,3.86,"1,650","June 8, 2023",348,141,"9,152"
790,787,https://www.goodreads.com/book/show/61822727-batman-superman,"Batman/Superman: World's Finest, Vol. 1: The Devil Nezha",Mark Waid,Comics,English,4.13,"1,985","March 7, 2023",160,338,757
791,787,https://www.goodreads.com/book/show/61387955-the-last-animal,The Last Animal: A Novel,Ramona Ausubel,Fiction,English,3.45,"5,537","April 18, 2023",278,460,16.5k
792,787,https://www.goodreads.com/book/show/63103329-never-have-i-ever,Never Have I Ever: Submitted to My Enemy,Willow Dixon,M M Romance,English,4.07,"6,327","January 11, 2023",330,579,"4,208"
793,787,https://www.goodreads.com/book/show/61913611-the-daydreams,The Daydreams,Laura Hankin,Fiction,English,3.59,"9,182","May 2, 2023",368,265,29.8k
794,787,https://www.goodreads.com/book/show/88564046-thicker-than-water,Thicker than Water: A Memoir,Kerry Washington,Memoir,English,3.87,"17,627","September 26, 2023",320,"1,388",28.5k
795,787,https://www.goodreads.com/book/show/61359197-seduction-of-a-psychopomp,Seduction of a Psychopomp: Erogenous Hand Holding and Other Ways to Tame your Reaper,Elsie Winters,Fantasy,English,4.01,"1,683","July 21, 2023",290,238,"2,862"
796,787,https://www.goodreads.com/book/show/198972299-tough-crowd,Tough Crowd: How I Made and Lost a Career in Comedy,Graham Linehan,Nonfiction,English,4.42,712,"October 12, 2023",288,73,326
797,787,https://www.goodreads.com/book/show/60864605-the-sun-and-the-void,The Sun and the Void,Gabriela Romero Lacruz,Fantasy,English,3.32,"3,429","July 25, 2023",577,638,49.9k
798,787,https://www.goodreads.com/book/show/123281818-the-monster-s-den,The Monster's Den,Jillian West,Reverse Harem,English,4.20,"8,749","March 25, 2023",328,"1,719","3,236"
799,787,https://www.goodreads.com/book/show/123957387-the-scarlet-veil,The Scarlet Veil,Shelby Mahurin,Fantasy,English,4.12,"9,845","September 26, 2023",639,997,100k
800,787,https://www.goodreads.com/book/show/142202247-saga-65,Saga #65,Brian K. Vaughan,Graphic Novels,English,4.49,924,"June 21, 2023",32,48,136
801,787,https://www.goodreads.com/book/show/62292419-she-started-it,She Started It: A Novel,Sian Gilbert,Thriller,English,3.57,"49,070","June 13, 2023",352,"1,275",73.8k
802,787,https://www.goodreads.com/book/show/61033975-recovery-road,Recovery Road,Christine Feehan,Romance,English,4.58,"4,565","January 24, 2023",410,426,"1,099"
803,787,https://www.goodreads.com/book/show/62036260-all-the-days-of-summer,All the Days of Summer,Nancy Thayer,Romance,English,4.01,"9,256","May 2, 2023",370,801,16.1k
804,787,https://www.goodreads.com/book/show/61774690-flux,Flux,Jinwoo Chong,Science Fiction,English,3.37,"5,332","March 21, 2023",341,532,32.4k
805,787,https://www.goodreads.com/book/show/105733501-agony-s-lodestone,Agony's Lodestone,Laura Keating,Horror,English,3.98,221,"April 8, 2023",116,7,663
806,787,https://www.goodreads.com/book/show/65215321-blackouts,Blackouts,Justin Torres,Fiction,English,3.75,"8,746","October 10, 2023",306,"1,330",67.2k
807,787,https://www.goodreads.com/book/show/60046622-do-tell,Do Tell,Lindsay Lynch,Historical Fiction,English,3.21,"2,891","July 11, 2023",352,411,10.5k
808,787,https://www.goodreads.com/book/show/84196795,Анатомия на безсмъртните видове,Alexandrina Krusharska,Fantasy,Bulgarian,4.58,382,"July 20, 2023",530,32,383
809,787,https://www.goodreads.com/book/show/61605476-i-am-homeless-if-this-is-not-my-home,I Am Homeless If This Is Not My Home,Lorrie Moore,Fiction,English,3.30,"5,665","June 18, 2023",193,987,20.8k
810,787,https://www.goodreads.com/book/show/61089447-against-the-world,Against the World: Anti-Globalism and Mass Politics Between the World Wars,Tara Zahra,History,English,3.97,179,"January 1, 2023",384,64,"2,734"
811,812,https://www.goodreads.com/book/show/75738557-fake-athlete,Fake Athlete,Cassi Hart,Romance,English,3.81,320,"January 11, 2023",61,89,134
812,812,https://www.goodreads.com/book/show/61484919-you-don-t-have-a-shot,You Don't Have a Shot,Racquel Marie,Romance,English,4.38,"2,376","May 9, 2023",384,50,"8,704"
813,812,https://www.goodreads.com/book/show/62806082-prophet,Prophet,Sin Blaché,Science Fiction,English,3.66,"2,780","August 23, 2023",480,405,13.4k
814,812,https://www.goodreads.com/book/show/101673373-a-winter-in-new-york,A Winter in New York,Josie Silver,Romance,English,3.69,"45,071","October 3, 2023",384,"3,513",83.2k
815,812,https://www.goodreads.com/book/show/198542046-return-to-monte-carlo,Return to Monte Carlo,Cate C. Wells,Romance,English,3.60,"3,242","September 29, 2023",207,379,"1,365"
816,812,https://www.goodreads.com/book/show/102186893-damaged-princess,Damaged Princess,Jillian West,Omegaverse,English,4.17,"2,864","February 13, 2023",266,471,"1,126"
817,812,https://www.goodreads.com/book/show/63117982-into-the-bright-sunshine,Into the Bright Sunshine: Young Hubert Humphrey and the Fight for Civil Rights,Samuel G. Freedman,History,English,4.31,295,"July 15, 2023",336,70,"2,682"
818,812,https://www.goodreads.com/book/show/199108268-her-sunburnt-country,Her Sunburnt Country: The Extraordinary Literary Life of Dorothea Mackellar,Deborah Fitzgerald,Biography,English,3.74,62,"January 1, 2023",325,8,70
819,812,https://www.goodreads.com/book/show/62091172-miles-ever-after,Miles Ever After,T.L. Swan,Romance,English,4.29,"31,019","March 16, 2023",236,"6,045",18.5k
820,812,https://www.goodreads.com/book/show/62802776-to-have-and-to-heist,To Have and to Heist,Sara Desai,Romance,English,3.52,"4,805","July 18, 2023",416,273,22.8k
821,812,https://www.goodreads.com/book/show/58818667-extremely-online,"Extremely Online: the untold story of fame, influence, and power on the internet",Taylor Lorenz,Nonfiction,English,3.60,"3,202","October 3, 2023",11,527,10.2k
822,812,https://www.goodreads.com/book/show/90203406-the-lost-boys-of-barlowe-theater,The Lost Boys of Barlowe Theater,Jaime Jo Wright,Mystery,English,4.26,"1,033","October 10, 2023",379,62,"6,532"
823,812,https://www.goodreads.com/book/show/198404979-saving-6,Saving 6,Chloe Walsh,Romance,English,4.48,"102,987","February 14, 2023",623,"8,325",96.3k
824,812,https://www.goodreads.com/book/show/138343134-the-bodies-keep-coming,"The Bodies Keep Coming: Dispatches from a Black Trauma Surgeon on Racism, Violence, and How We Heal",Brian H. Williams,Memoir,English,4.39,632,"January 1, 2023",260,72,"5,545"
825,826,https://www.goodreads.com/book/show/62621953-indigiqueerness,Indigiqueerness: A Conversation about Storytelling,Joshua Whitehead,Nonfiction,English,4.25,230,"June 4, 2023",95,9,"1,806"
826,826,https://www.goodreads.com/book/show/63022569-the-summer-skies,The Summer Skies,Jenny Colgan,Romance,English,3.82,"7,732","June 8, 2023",336,618,14.7k
827,826,https://www.goodreads.com/book/show/62241157-hey-hun,"Hey, Hun: Sales, Sisterhood, Supremacy, and the Other Lies Behind Multilevel Marketing",Emily Lynn Paulson,Nonfiction,English,3.61,"11,461","May 30, 2023",384,440,21.2k
828,826,https://www.goodreads.com/book/show/135414148-a-night-at-the-tropicana,A Night at the Tropicana,Chanel Cleeton,Historical Fiction,English,4.02,"5,959","October 1, 2023",41,"1,070","5,250"
829,826,https://www.goodreads.com/book/show/123430238-salt-kiss,Salt Kiss,Sierra Simone,Romance,English,4.04,"12,585","September 12, 2023",352,"1,159",33.7k
830,826,https://www.goodreads.com/book/show/149111636-the-edge,The Edge,David Baldacci,Thriller,English,4.35,"44,561","November 14, 2023",407,"6,404",17.7k
831,826,https://www.goodreads.com/book/show/60666845-just-the-nicest-couple,Just the Nicest Couple,Mary Kubica,Thriller,English,3.56,"176,550","January 10, 2023",320,12.7k,118k
832,826,https://www.goodreads.com/book/show/61688521-the-secret-service-of-tea-and-treason,The Secret Service of Tea and Treason,India Holton,Romance,English,3.99,"11,979","April 20, 2023",364,823,37.2k
833,826,https://www.goodreads.com/book/show/63202378-the-curse-of-the-marquis-de-sade,"The Curse of the Marquis de Sade: A Notorious Scoundrel, a Mythical Manuscript, and the Biggest Scandal in Literary History",Joel Warner,Nonfiction,English,3.59,761,"February 21, 2023",286,94,"8,183"
834,826,https://www.goodreads.com/book/show/128126768-a-woman-i-know,"A Woman I Know: Female Spies, Double Identities, and a New Story of the Kennedy Assassination",Mary Haverstick,History,English,3.93,393,"November 14, 2023",548,176,"4,497"
835,826,https://www.goodreads.com/book/show/61273798-generations,"Generations: The Real Differences Between Gen Z, Millennials, Gen X, Boomers, and Silents―and What They Mean for America's Future",Jean M. Twenge,Nonfiction,English,4.05,"4,239","April 1, 2023",560,"1,616",18.3k
836,826,https://www.goodreads.com/book/show/123198413-the-harry-potter-wizarding-almanac,The Harry Potter Wizarding Almanac,J.K. Rowling,Fantasy,English,4.29,"7,511","October 10, 2023",210,367,"8,078"
837,838,https://www.goodreads.com/book/show/59977013-through-a-darkening-glass,Through a Darkening Glass,R.S. Maxwell,Historical Fiction,English,3.90,"5,600","January 1, 2023",325,"3,115","7,876"
838,838,https://www.goodreads.com/book/show/61062983-the-duke-gets-even,The Duke Gets Even,Joanna Shupe,Historical Romance,English,4.09,"3,650","January 24, 2023",372,182,"6,202"
839,838,https://www.goodreads.com/book/show/62990658-for-the-fans,For the Fans,Nyla K.,M M Romance,English,4.34,"43,236","February 23, 2023",546,"6,194",36.4k
840,838,https://www.goodreads.com/book/show/61324696-brutes,Brutes,Dizz Tate,Fiction,English,3.17,"13,235","February 7, 2023",304,"1,002",64.8k
841,838,https://www.goodreads.com/book/show/129170836-the-anti-hero,The Anti-Hero,Sara Cate,Romance,English,4.02,"19,496","July 14, 2023",366,"3,520",22.7k
842,838,https://www.goodreads.com/book/show/123644851-moon-of-the-turning-leaves,Moon of the Turning Leaves,Waubgeshig Rice,Fiction,English,4.26,"6,885","October 10, 2023",320,507,20.2k
843,838,https://www.goodreads.com/book/show/66968448-bluey,Bluey: Unicorse,Bluey,Childrens,English,4.46,61,"June 7, 2023",32,3,38
